Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate
20474,The Refugees,Mitchell Siporin,5452.0,1939,Oil on board,"30 x 36"" (76.2 x 91.4 cm)",Purchase,573.1939,Painting,Painting & Sculpture,1939-05-05,Y,79985,,,,76.2,,,91.4,,"American, 1910–1976",American,Male,1910.0,1976.0
20475,Patchwork Quilt,Romare Bearden,412.0,1970,Cut-and-pasted cloth and paper with acrylic on board,"35 3/4 x 47 7/8"" (90.9 x 121.6 cm)",Blanchette Hooker Rockefeller Fund,573.1970,Painting,Painting & Sculpture,1970-12-08,Y,79986,,,,90.9,,,121.6,,"American, 1911–1988",American,Male,1911.0,1988.0
20476,The Hawk,Everett Spruce,5575.0,1939,Oil on board,"19 3/8 x 23 1/2"" (49.2 x 59.7 cm)",Purchase,574.1939,Painting,Painting & Sculpture,1939-11-04,Y,79987,,,,49.2,,,59.7,,"American, 1908–2002",American,Male,1908.0,2002.0
20477,The Eternal City,Peter Blume,617.0,1934-37 (dated on painting 1937),Oil on board,"34 x 47 7/8"" (86.4 x 121.6 cm)",Mrs. Simon Guggenheim Fund,574.1942,Painting,Painting & Sculpture,1942-12-28,Y,79988,,,,86.4,,,121.6,,"American, 1906–1992",American,Male,1906.0,1992.0
20478,The Portrait,René Magritte,3692.0,Brussels 1935,Oil on canvas,"28 7/8 x 19 7/8"" (73.3 x 50.2 cm)",Gift of Kay Sage Tanguy,574.1956,Painting,Painting & Sculpture,1956-12-19,Y,79990,,,,73.3,,,50.2,,"Belgian, 1898–1967",Belgian,Male,1898.0,1967.0
20479,Pastime Bowling Alley,Byron Thomas,5854.0,1939,Oil on canvas,"15 x 40 1/2"" (38.1 x 102.9 cm)",Purchase,575.1939,Painting,Painting & Sculpture,1939-05-05,Y,79992,,,,38.1,,,102.9,,"American, 1902–1978",American,Male,1902.0,1978.0
20480,The Pushcart,Maurice Grosser,2368.0,1942,Oil on canvas,"19 1/8 x 26 1/8"" (48.6 x 66.4 cm)",Gift of Briggs W. Buchanan,575.1943,Painting,Painting & Sculpture,1943-07-06,Y,79993,,,,48.6,,,66.4,,"American, 1903–1986",American,Male,1903.0,1986.0
20481,Boy Leading a Horse,Pablo Picasso,4609.0,"Paris, 1905-06",Oil on canvas,"7' 2 7/8"" x 51 5/8"" (220.6 x 131.2 cm)",The William S. Paley Collection,575.1964,Painting,Painting & Sculpture,1964-10-06,Y,79994,,,,220.3,,,131.1278,,"Spanish, 1881–1973",Spanish,Male,1881.0,1973.0
20482,Man at a Window,Jean (Hans) Arp,11.0,1930,Oil and cord on canvas,"31 3/4 x 27 1/4"" (80.5 x 69.2 cm)",The Sidney and Harriet Janis Collection,575.1967,Painting,Painting & Sculpture,1967-10-18,Y,79995,,,,80.5,,,69.2,,"French, born Germany (Alsace). 1886–1966",French,Male,1886.0,1966.0
20483,Repose,Pablo Picasso,4609.0,"Paris, spring 1908",Oil on canvas,"32 x 25 3/4"" (81.2 x 65.4 cm)","Acquired by exchange through the Katherine S. Dreier Bequest, and the Hillman Periodicals, Philip Johnson, Miss Janice Loeb, Abby Aldrich Rockefeller, and Mr. and Mrs. Norbert Schimmel Funds",575.1970,Painting,Painting & Sculpture,1970-12-08,Y,79996,,,,81.2,,,65.4,,"Spanish, 1881–1973",Spanish,Male,1881.0,1973.0
20484,Dance,Jacques Villon,6165.0,1932,Oil on canvas,"15 1/8 x 21 5/8"" (38.4 x 54.9 cm)",Gift of Mrs. Arthur L. Strasser,576.1939,Painting,Painting & Sculpture,1939-12-08,Y,79997,,,,38.4,,,54.9,,"French, 1875–1963",French,Male,1875.0,1963.0
20485,Current,Bridget Riley,4929.0,1964,Synthetic polymer paint on board,"58 3/8 x 58 7/8"" (148.1 x 149.3 cm)",Philip Johnson Fund,576.1964,Painting,Painting & Sculpture,1964-10-06,Y,79998,,,,148.1,,,149.3,,"British, born 1931",British,Female,1931.0,0.0
20486,Gas,Edward Hopper,2726.0,1940,Oil on canvas,"26 1/4 x 40 1/4"" (66.7 x 102.2 cm)",Mrs. Simon Guggenheim Fund,577.1943,Painting,Painting & Sculpture,1943-07-06,Y,80000,,,,66.7,,,102.2,,"American, 1882–1967",American,Male,1882.0,1967.0
20487,Shrimp Fishermen,Leonid (Leonid Berman),3487.0,1937,Oil on canvas,"21 1/4 x 31 3/4"" (54 x 80.6 cm)",Gift of James Thrall Soby,578.1943,Painting,Painting & Sculpture,1943-07-06,Y,80002,,,,54.0,,,80.6,,"American, born Russia. 1896–1976",American,Male,1896.0,1976.0
20488,Still Life #30,Tom Wesselmann,6318.0,April 1963,"Oil, enamel and acrylic on board with collage of printed advertisements, plastic flowers, refrigerator door, plastic replicas of 7-Up bottles, glazed and framed color reproduction, and stamped metal","48 1/2 x 66 x 4"" (122 x 167.5 x 10 cm)",Gift of Philip Johnson,578.1970,Painting,Painting & Sculpture,1970-12-08,Y,80004,,10.0,,122.0,,,167.5,,"American, 1931–2004",American,Male,1931.0,2004.0
20489,"Abstract Composition, Composition abstrait",Serge Poliakoff,4670.0,1956,Oil on burlap,"38 1/8 x 51 1/4"" (96.7 x 130.2 cm)",Gift of M. Knoedler & Company,579.1956,Painting,Painting & Sculpture,1956-12-19,Y,80006,,,,96.7,,,130.2,,"French, born Russia. 1900–1969",French,Male,1900.0,1969.0
20490,A-101,Tadasky (Tadasuke Kuwayama),5776.0,1964,Synthetic polmer paint on canvas,"52 x 52"" (132.1 x 132.1 cm)",Larry Aldrich Foundation Fund,579.1964,Painting,Painting & Sculpture,1964-10-06,Y,80007,,,,132.1,,,132.1,,"American, born Japan 1935",Japanese,Male,1935.0,0.0
20491,Maternity,Eugène Carrière,990.0,c. 1892,Oil on canvas,"37 3/4 x 45 3/4"" (95.9 x 116.2 cm)",Given anonymously,580.1942,Painting,Painting & Sculpture,1942-12-29,Y,80008,,,,95.9,,,116.2,,"French, 1849–1906",French,Male,1849.0,1906.0
20492,Dynamism of a Soccer Player,Umberto Boccioni,624.0,1913,Oil on canvas,"6' 4 1/8"" x 6' 7 1/8"" (193.2 x 201 cm)",The Sidney and Harriet Janis Collection,580.1967,Painting,Painting & Sculpture,1967-10-18,Y,80009,,,,193.2,,,201.0,,"Italian, 1882–1916",Italian,Male,1882.0,1916.0
20493,Portrait of Mme Zamaron,Suzanne Valadon,6055.0,1922,Oil on canvas,"32 1/8 x 25 7/8"" (81.5 x 65.6 cm)",Gift of Mr. and Mrs. Maxime L. Hermanos,581.1964,Painting,Painting & Sculpture,1964-10-06,Y,80011,,,,81.5,,,65.6,,"French, 1865–1938",French,Female,1865.0,1938.0
20494,Nude and Spectral Still Life,Victor Brauner,751.0,1939,Oil on canvas,"36 1/8 x 28 5/8"" (91.7 x 72.6 cm)",The Sidney and Harriet Janis Collection,581.1967,Painting,Painting & Sculpture,1967-10-18,Y,80012,,,,91.7,,,72.6,,"Romanian, 1903–1966",Romanian,Male,1903.0,1966.0
20495,The Olive Trees,Vincent van Gogh,2206.0,"Saint Rémy, June-July 1889",Oil on canvas,"28 5/8 x 36"" (72.6 x 91.4 cm)",Mrs. John Hay Whitney Bequest,581.1998,Painting,Painting & Sculpture,1998-09-22,Y,80013,,,,72.7,,,91.4,,"Dutch, 1853–1890",Dutch,Male,1853.0,1890.0
20496,"Lumia Suite, Op. 158",Thomas Wilfred,6371.0,1963,Projected light on translucent glass screen,screen 6' x 8' (182.8 x 243.2 cm),Commissioned by the Museum through the Mrs. Simon Guggenheim Fund,582.1964,Painting,Painting & Sculpture,1964-10-06,Y,80014,,,,182.9,,,243.8,,"American, born Denmark. 1889–1968",American,Male,1889.0,1968.0
20497,Talisman,Victor Brauner,751.0,1943,Tallow on wood,"6 3/8 x 10 7/8"" (15.9 x 27.4 cm)",The Sidney and Harriet Janis Collection,582.1967,Painting,Painting & Sculpture,1967-10-18,Y,80015,,,,15.9,,,27.4,,"Romanian, 1903–1966",Romanian,Male,1903.0,1966.0
20498,"Study for ""Luxe, calme et volupté""",Henri Matisse,3832.0,1904,Oil on canvas,"12 7/8 x 16"" (32.7 x 40.6 cm)",Mrs. John Hay Whitney Bequest,582.1998,Painting,Painting & Sculpture,1998-09-22,Y,80016,,,,32.7,,,40.6,,"French, 1869–1954",French,Male,1869.0,1954.0
20499,Illumined Pleasures,Salvador Dalí,1364.0,1929,Oil and collage on board,"9 3/8 x 13 3/4"" (23.8 x 34.7 cm)",The Sidney and Harriet Janis Collection,584.1967,Painting,Painting & Sculpture,1967-10-18,Y,80021,,,,23.8,,,34.7,,"Spanish, 1904–1989",Spanish,Male,1904.0,1989.0
20500,"Setting Sun. Sardine Fishing. Adagio. Opus 221 from the series The Sea, The Boats, Concarneau",Paul Signac,5421.0,1891,Oil on canvas,"25 5/8 x 31 7/8"" (65 x 81 cm)",Mrs. John Hay Whitney Bequest,585.1998,Painting,Painting & Sculpture,1998-09-22,Y,80023,,,,65.1,,,81.0,,"French, 1863–1935",French,Male,1863.0,1935.0
20501,Windows,Robert Delaunay,1479.0,Paris 1912,Oil and wax on canvas,"31 1/2 x 27 5/8"" (79.9 x 70 cm)",The Sidney and Harriet Janis Collection,586.1967,Painting,Painting & Sculpture,1967-10-18,Y,80024,,,,79.9,,,70.0,,"French, 1885–1941",French,Male,1885.0,1941.0
20502,Turning Road at Montgeroult,Paul Cézanne,1053.0,1898,Oil on canvas,"32 x 25 7/8"" (81.3 x 65.7 cm)",Mrs. John Hay Whitney Bequest,586.1998,Painting,Painting & Sculpture,1998-09-22,Y,80025,,,,81.3,,,65.7,,"French, 1839–1906",French,Male,1839.0,1906.0
20503,Self Portrait (Yo),Pablo Picasso,4609.0,1901,Oil on cardboard mounted on wood,"20 1/4 x 12 1/2"" (51.4 x 31.8 cm)",Mrs. John Hay Whitney Bequest,587.1998,Painting,Painting & Sculpture,1998-09-22,Y,80026,,,,51.4,,,31.8,,"Spanish, 1881–1973",Spanish,Male,1881.0,1973.0
20504,Exit from the Great Accolade,Gianfranco Baruchello,362.0,1963,Oil on canvas,"25 x 24 3/4"" (63.3 x 62.9 cm)","Gift of Cordier & Ekstrom, Inc.",588.1963,Painting,Painting & Sculpture,1963-12-10,Y,80027,,,,63.3,,,62.9,,"Italian, born 1924",Italian,Male,1924.0,0.0
20505,Simultaneous Counter-Composition,Theo van Doesburg,6076.0,1929-30,Oil on canvas,"19 3/4 x 19 5/8"" (50.1 x 49.8 cm)",The Sidney and Harriet Janis Collection,588.1967,Painting,Painting & Sculpture,1967-10-18,Y,80028,,,,50.1,,,49.8,,"Dutch, 1883–1931",Dutch,Male,1883.0,1931.0
20506,Flag Day,William Doriani,1591.0,1935,Oil on canvas,"12 1/4 x 38 5/8"" (31.1 x 98 cm)",The Sidney and Harriet Janis Collection,589.1967,Painting,Painting & Sculpture,1967-10-18,Y,80031,,,,31.1,,,98.0,,"American, 1891–?",American,Male,1891.0,0.0
20508,Jaffrey,Tom Blackwell,587.0,1976,Oil on canvas,"7' 7/8"" x 6' 1 7/8"" (212.8 x 187.3 cm)",Mr. and Mrs. Stuart M. Speiser Fund,590.1976,Painting,Painting & Sculpture,1976-12-07,Y,80035,,,,212.8,,,187.3,,"American, born 1938",American,Male,1938.0,0.0
20509,Portrait of Henri Michaux,Jean Dubuffet,1633.0,January 1947,"Oil on putty, pebbles, and sand on canvas","51 1/2 x 38 3/8"" (130.7 x 97.3 cm)",The Sidney and Harriet Janis Collection,591.1967,Painting,Painting & Sculpture,1967-10-18,Y,80037,,,,130.7,,,97.3,,"French, 1901–1985",French,Male,1901.0,1985.0
20510,Large Blackboard with Shelf,Santiago Cárdenas,967.0,1975,Oil on canvas,"50 1/2"" x 7' 10 1/2"" (128.4 x 240.1 cm)",Mrs. John C. Duncan Fund,591.1976,Painting,Painting & Sculpture,1976-12-07,Y,80038,,,,128.4,,,240.1,,"Colombian, born 1937",Colombian,Male,1937.0,0.0
20511,Mural Painting,Joan Miró,4016.0,"Barcelona, October 18, 1950-January 26, 1951",Oil on canvas,"75 5/8 × 235 × 2 5/8"" (192.1 × 596.9 × 6.7 cm)",Mrs. Simon Guggenheim Fund,592.1963,Painting,Painting & Sculpture,1963-12-10,Y,80040,,6.667513335,,192.0878841758,,,596.9011938024,,"Spanish, 1893–1983",Spanish,Male,1893.0,1983.0
20512,Plywood with Roller Marks Number 2,John Clem Clarke,1134.0,1974,Oil on canvas,"7' 1/4"" x 60 1/4"" (214 x 152.7 cm)",Mr. and Mrs. Stuart M. Speiser Fund,592.1976,Painting,Painting & Sculpture,1976-12-07,Y,80042,,,,214.0,,,152.7,,"American, born 1937",American,Male,1937.0,0.0
20513,Musical Squash,Maud Morgan,4090.0,1942,Oil on canvas,"15 7/8 x 26 1/8"" (40.3 x 66.4 cm)",Gift of Mrs. Kenneth Simpson,593.1942,Painting,Painting & Sculpture,1942-12-29,Y,80043,,,,40.3,,,66.4,,"American, 1903–1999",American,Female,1903.0,1999.0
20514,Ruin by the Sea,Lyonel Feininger,1832.0,1930,Oil on canvas,"27 x 43 3/8"" (68.4 x 110 cm)","Purchased with funds provided by Mrs. Julia Feininger, Mr. and Mrs. Richard K. Weil and Mr. and Mrs. Ralph F. Colin",593.1966,Painting,Painting & Sculpture,1966-12-06,Y,80044,,,,68.4,,,110.0,,"American, 1871–1956",American,Male,1871.0,1956.0
20515,Blue Short Circuit,Jean Dubuffet,1633.0,February 1951,Oil on canvas,"46 1/8 x 35 1/4"" (117 x 89.4 cm)",The Sidney and Harriet Janis Collection,593.1967,Painting,Painting & Sculpture,1967-10-18,Y,80045,,,,117.0,,,89.4,,"French, 1901–1985",French,Male,1901.0,1985.0
20516,Micrography,Juan Genovés,2118.0,1966,Oil on canvas,"10 1/8 x 9 3/8"" (25.6 x 23.6 cm)",Purchase,594.1966,Painting,Painting & Sculpture,1966-12-06,Y,80046,,,,25.6,,,23.6,,"Spanish, 1930-2020",Spanish,Male,1930.0,2020.0
20517,Double Self-Portrait,Richard Estes,1764.0,1976,Oil on canvas,"24 x 36"" (60.8 x 91.5 cm)",Mr. and Mrs. Stuart M. Speiser Fund,594.1976,Painting,Painting & Sculpture,1976-12-07,Y,80047,,,,60.8,,,91.5,,"American, born 1936",American,Male,1936.0,0.0
20518,Hobbs' Tub Number 2,Ron Kleemann,3131.0,"May 3, 1974",Synthetic polymer paint on canvas,"42 x 60"" (106.7 x 152.4 cm)",Mr. and Mrs. Stuart M. Speiser Fund,596.1976,Painting,Painting & Sculpture,1976-12-07,Y,80048,,,,106.7,,,152.4,,"American, 1937–2014",American,Male,1937.0,2014.0
20519,Bauhaus Stairway,Oskar Schlemmer,5219.0,1932,Oil on canvas,"63 7/8 x 45"" (162.3 x 114.3 cm)",Gift of Philip Johnson,597.1942,Painting,Painting & Sculpture,1942-12-29,Y,80049,,,,162.3,,,114.3,,"German, 1888–1943",German,Male,1888.0,1943.0
20520,Dancing Nymphs,Louis Michel Eilshemius,1701.0,1914,Oil on board,"20 1/8 x 20 1/4"" (51 x 51.2 cm)",The Sidney and Harriet Janis Collection,597.1967,Painting,Painting & Sculpture,1967-10-18,Y,80050,,,,51.0,,,51.2,,"American, 1864–1941",American,Male,1864.0,1941.0
20521,Nymph,Louis Michel Eilshemius,1701.0,1914,Oil on board,"20 1/8 x 19 3/4"" (51 x 50.2 cm)",The Sidney and Harriet Janis Collection,598.1967,Painting,Painting & Sculpture,1967-10-18,Y,80051,,,,51.0,,,50.2,,"American, 1864–1941",American,Male,1864.0,1941.0
20522,White Rope,Richard Smith,5493.0,1973,"Synthetic polymer paint on canvas with metal rods, rope, and string","10' 6"" x 57 1/2"" (321.2 x 146.1 cm)",Mr. and Mrs. Walter Stein Fund,598.1976,Painting,Painting & Sculpture,1976-12-07,Y,80052,,,,321.2,,,146.1,,"British, 1931–2016",British,Male,1931.0,2016.0
20523,Pistol,Roy Lichtenstein,3542.0,1964,Felt,"82 x 49"" (208.3 x 124.4 cm)",Gift of Philip Johnson,599.1965,Painting,Painting & Sculpture,1965-06-08,Y,80053,,,,208.3,,,124.5,,"American, 1923–1997",American,Male,1923.0,1997.0
20524,The Park,Édouard Vuillard,6194.0,1894 (reworked in 1908),Distemper on canvas,"6' 11 1/2"" x 62 3/4"" (211.8 x 159.2 cm)",The William B. Jaffe and Evelyn A. J. Hall Collection,600.1959,Painting,Painting & Sculpture,1959-04-22,Y,80056,,,,211.8,,,159.2,,"French, 1868–1940",French,Male,1868.0,1940.0
20525,Eddie (Sylvie's brother) in the Desert (Variable Collage),Öyvind Fahlström,1790.0,New York 1966,Movable screenprinted paper cutouts over screenprinted cutouts pasted on painted wood panel,"35 1/4 x 50 1/2"" (89.5 x 128.1 cm)",The Sidney and Harriet Janis Collection,600.1967,Painting,Painting & Sculpture,1967-10-18,Y,80057,,,,89.5,,,128.1,,"Swedish, born Brazil. 1928–1976",Swedish,Male,1928.0,1976.0
20526,Annette,Alberto Giacometti,2141.0,1962,Oil on canvas,"36 3/8 x 28 7/8"" (92.3 x 73.2 cm)",The Sidney and Harriet Janis Collection,603.1967,Painting,Painting & Sculpture,1967-10-18,Y,80059,,,,92.3,,,73.2,,"Swiss, 1901–1966",Swiss,Male,1901.0,1966.0
20527,"Untitled 1964, New York",Takeshi Kawashima,3031.0,1964,Oil on canvas,"8' 4 1/2"" x 6' 6 1/8"" (255.1 x 203.3 cm)",Junior Council Fund,604.1965,Painting,Painting & Sculpture,1965-06-08,Y,80061,,,,255.1,,,203.3,,"Japanese, born 1930",Japanese,Male,1930.0,0.0
20528,Two Women,Fidelio Ponce De León,4681.0,1934,Oil on canvas,"39 1/4 x 39 3/8"" (99.7 x 100 cm)",Gift of Dr. C. M. Ramírez Corría,606.1942,Painting,Painting & Sculpture,1942-12-29,Y,80063,,,,99.7,,,100.0,,"Cuban, 1896–1949",Cuban,Male,1896.0,1949.0
20529,"Composition on the Word ""Vie,"" 2",Auguste Herbin,2602.0,1950,Oil on canvas,"57 1/2 x 38 1/4"" (145.8 x 97.1 cm)",The Sidney and Harriet Janis Collection,606.1967,Painting,Painting & Sculpture,1967-10-18,Y,80064,,,,145.8,,,97.1,,"French, 1882–1960",French,Male,1882.0,1960.0
20530,Memory of a Voyage,René Magritte,3692.0,1955,Oil on canvas,"63 7/8 x 51 1/4"" (162.2 x 130.2 cm)",Gift of D. and J. de Menil,607.1959,Painting,Painting & Sculpture,1959-04-22,Y,80065,,,,162.2,,,130.2,,"Belgian, 1898–1967",Belgian,Male,1898.0,1967.0
20531,Angora Cat,Morris Hirshfield,2671.0,1937-39 (dated on painting 1937),Oil on canvas,"22 1/8 x 27 1/4"" (56.1 x 69.1 cm)",The Sidney and Harriet Janis Collection,607.1967,Painting,Painting & Sculpture,1967-10-18,Y,80066,,,,56.1,,,69.1,,"American, born Poland. 1872–1946",American,Male,1872.0,1946.0
20532,Lion,Morris Hirshfield,2671.0,1939,Oil on canvas,"28 1/4 x 40 1/4"" (71.5 x 102 cm)",The Sidney and Harriet Janis Collection,608.1967,Painting,Painting & Sculpture,1969-07-22,Y,80068,,,,71.5,,,102.0,,"American, born Poland. 1872–1946",American,Male,1872.0,1946.0
20533,Cafe Deutschland (Style War),Jörg Immendorff,2807.0,1980,Acrylic on canvas,"9' 2 1/4"" x 11' 6"" (280 x 350.7 cm)",Gift of Emily and Jerry Spiegel,608.1994,Painting,Painting & Sculpture,1994-12-08,Y,80069,,,,280.0,,,350.5,,"German, 1945–2007",German,Male,1945.0,2007.0
20534,Standing Man with Stick,Nathan Oliveira,4400.0,1959,Oil on canvas,"69 1/4 x 60 5/8"" (175.9 x 154 cm)",Gift of Joseph H. Hirshhorn,609.1959,Painting,Painting & Sculpture,1959-04-22,Y,80070,,,,175.8953517907,,,153.9878079756,,"American, 1928–2010",American,Male,1928.0,2010.0
20535,Untitled,Shuji Mukai,4143.0,1963,"Oil, string, and canvas on wood","6' 3/8"" x 53 7/8"" (183.6 x 136.8 cm)",Purchase,609.1965,Painting,Painting & Sculpture,1965-06-08,Y,80071,,,,183.6,,,136.8,,"Japanese, born 1939",Japanese,Male,1939.0,0.0
20536,Inseparable Friends,Morris Hirshfield,2671.0,1941,Oil on canvas,"60 1/8 x 40 1/8"" (152.6 x 101.9 cm)",The Sidney and Harriet Janis Collection,609.1967,Painting,Painting & Sculpture,1967-10-18,Y,80072,,,,152.6,,,101.9,,"American, born Poland. 1872–1946",American,Male,1872.0,1946.0
20537,Girl with Pigeons,Morris Hirshfield,2671.0,1942,Oil on canvas,"30 x 40 1/8"" (76.1 x 101.7 cm)",The Sidney and Harriet Janis Collection,610.1967,Painting,Painting & Sculpture,1969-07-22,Y,80074,,,,76.1,,,101.7,,"American, born Poland. 1872–1946",American,Male,1872.0,1946.0
20538,Cityscape,Gerhard Richter,4907.0,1970,Oil on canvas,"6' 6 1/2"" x 6' 1/2"" (199.6 x 199.6 cm)",Fractional and promised gift of Jo Carole and Ronald S. Lauder,610.1994,Painting,Painting & Sculpture,1994-12-08,Y,80075,,,,199.4,,,184.1,,"German, born 1932",German,Male,1932.0,0.0
20539,Composition,Joaquín Torres-García,5907.0,1932,Oil on canvas,"28 1/4 x 19 3/4"" (71.8 x 50.2 cm)",Gift of Dr. Román Fresnedo Siri,611.1942,Painting,Painting & Sculpture,1942-12-29,Y,80076,,,,71.8,,,50.2,,"Uruguayan, 1874–1949",Uruguayan,Male,1874.0,1949.0
20540,The Synagogue,Hyman Bloom,609.0,c. 1940,Oil on canvas,"65 1/4 x 46 3/4"" (165.7 x 118.7 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),611.1943,Painting,Painting & Sculpture,1943-11-04,Y,80077,,,,165.7,,,118.7,,"American, born Latvia. 1913–2009",American,Male,1913.0,2009.0
20541,Parliamentary Buildings,Morris Hirshfield,2671.0,1946,Oil on canvas,"36 1/8 x 28"" (91.7 x 71.1 cm)",The Sidney and Harriet Janis Collection,611.1967,Painting,Painting & Sculpture,1969-07-22,Y,80078,,,,91.7,,,71.1,,"American, born Poland. 1872–1946",American,Male,1872.0,1946.0
20542,Columbus Making Ripples,Miguel Angel Ríos,7410.0,1993,Pleated silver-dye-bleach print (Cibachrome) on pleated canvas with steel pushpins,"Museum installation 7' 1"" x 9' 1/4"" x 1 1/2"" (216 x 275 x 2.7 cm)",Gift of Waldo Rasmussen and AT&T NEW ART/NEW VISIONS Fund,611.1994,Painting,Painting & Sculpture,1994-12-08,Y,80079,,3.8,,215.9,,,275.0,,"Argentine, born 1943",Argentine,Male,1943.0,0.0
20543,Burning Bush,Milton Resnick,4873.0,1959,Oil on canvas,"63 x 48"" (160 x 121.9 cm)",Larry Aldrich Foundation Fund,612.1959,Painting,Painting & Sculpture,1959-04-22,Y,80081,,,,160.0,,,121.9,,"American, born Ukraine. 1917–2004",American,Male,1917.0,2004.0
20544,Untitled,Atsuko Tanaka,5799.0,1964,Acrylic on canvas,"10' 11 1/4"" x 7' 4 3/4"" (333.4 x 225.4 cm)",John G. Powers Fund,612.1965,Painting,Painting & Sculpture,1965-06-08,Y,80082,,,,333.4,,,225.4,,"Japanese, 1932–2005",Japanese,Female,1932.0,2005.0
20545,Leda and the Swan,Cy Twombly,5988.0,Rome 1962,"Oil, pencil, and crayon on canvas","6' 3"" x 6' 6 3/4"" (190.5 x 200 cm)",Acquired through the Lillie P. Bliss Bequest and The Sidney and Harriet Janis Collection (both by exchange),612.1994,Painting,Painting & Sculpture,1994-12-08,Y,80083,,,,190.5,,,200.0,,"American, 1928–2011",American,Male,1928.0,2011.0
20546,"The Four Seasons: Spring, Summer, Autumn, and Winter",Cy Twombly,5988.0,1993-94,"Synthetic polymer paint, oil, house paint, pencil and crayon on four canvases","Spring 10' 3 1/8"" x 6' 2 7/8"" (312.5 x 190 cm), Summer 10' 3 3/4"" x 6' 7 1/8"" (314.5 x 201 cm), Autumn 10' 3 1/2"" x 6' 2 3/4"" (313.7 x 189.9 cm), Winter 10' 3 1/4"" x 6' 2 7/8"" (313  x 190.1 cm)",Gift of the artist,613.1994.a-d,Painting,Painting & Sculpture,1994-12-08,Y,80085,,,,313.7,,,189.9,,"American, 1928–2011",American,Male,1928.0,2011.0
20547,Taku,Takeo Yamaguchi,6484.0,February 1961,Oil on canvas over wood,"35 7/8 x 35 3/4"" (90.9 x 90.8 cm)",Junior Council Fund,614.1965,Painting,Painting & Sculpture,1965-06-08,Y,80087,,,,90.9,,,90.8,,"Japanese, 1902–1983",Japanese,Male,1902.0,1983.0
20548,Untitled,Cy Twombly,5988.0,1970,Oil-based house paint and crayon on canvas,"13' 3 3/8"" x 21' 1/8"" (405 x 640.3 cm)",Acquired through the Lillie P. Bliss Bequest and The Sidney and Harriet Janis Collection (both by exchange),614.1994,Painting,Painting & Sculpture,1994-12-08,Y,80088,,,,404.8,,,640.4,,"American, 1928–2011",American,Male,1928.0,2011.0
20549,"Composition, I",Salvatore Scarpitta,5199.0,1959,Oil and casein on canvas strips stretched over armature,"45 3/4 x 35 1/8"" (116.2 x 89.1 cm)",Gift of William Rubin,615.1959,Painting,Painting & Sculpture,1959-04-22,Y,80091,,,,116.2,,,89.1,,"American, 1919–2007",American,Male,1919.0,2007.0
20550,The Campbells Are Coming,John Kane,2982.0,1932,Oil and gold paint on paper over board,"20 x 16 1/8"" (50.8 x 40.8 cm)",The Sidney and Harriet Janis Collection,615.1967,Painting,Painting & Sculpture,1969-07-22,Y,80092,,,,50.8,,,40.8,,"American, born Scotland. 1860–1934",American,Male,1860.0,1934.0
